median house value,median income,housing median age,total rooms,total bedrooms,population,households,latitude,longitude
1.08E+05,2.94E+00,5.20E+01,1.78E+03,3.95E+02,1.66E+03,4.12E+02,3.7789999999999999e+001 -1.2223000000000000e+002,
1.38E+05,1.89E+00,3.00E+01,9.99E+02,2.64E+02,1.01E+03,2.63E+02,3.7789999999999999e+001 -1.2223000000000000e+002,
1.06E+05,2.16E+00,3.90E+01,1.47E+03,4.31E+02,1.46E+03,3.89E+02,3.7789999999999999e+001 -1.2223999999999999e+002,
9.55E+04,2.13E+00,4.70E+01,1.37E+03,3.95E+02,1.24E+03,3.03E+02,3.7789999999999999e+001 -1.2223999999999999e+002,
1.16E+05,3.38E+00,5.20E+01,6.74E+02,1.80E+02,6.47E+02,1.68E+02,3.7789999999999999e+001 -1.2223999999999999e+002,
1.12E+05,2.25E+00,4.30E+01,1.63E+03,3.76E+02,1.28E+03,3.57E+02,3.7789999999999999e+001 -1.2223999999999999e+002,
7.50E+04,2.10E+00,5.10E+01,1.75E+02,4.30E+01,2.28E+02,5.50E+01,3.7789999999999999e+001 -1.2225000000000000e+002,
1.13E+05,1.60E+00,3.90E+01,4.61E+02,1.29E+02,3.81E+02,1.23E+02,3.7789999999999999e+001 -1.2225000000000000e+002,
1.25E+05,3.63E+00,5.20E+01,9.02E+02,2.37E+02,8.46E+02,2.27E+02,3.7789999999999999e+001 -1.2225000000000000e+002,
1.15E+05,1.69E+00,2.00E+01,2.37E+03,7.79E+02,1.66E+03,6.76E+02,3.7799999999999997e+001 -1.2226000000000001e+002,
9.50E+04,1.65E+00,5.20E+01,3.91E+02,1.28E+02,5.20E+02,1.38E+02,3.7770000000000003e+001 -1.2222000000000000e+002,
9.64E+04,2.59E+00,5.20E+01,1.14E+03,3.01E+02,8.66E+02,2.59E+02,3.7770000000000003e+001 -1.2222000000000000e+002,
7.20E+04,2.57E+00,5.20E+01,7.69E+02,2.06E+02,6.12E+02,1.83E+02,3.7770000000000003e+001 -1.2223000000000000e+002,
7.13E+04,2.64E+00,5.20E+01,4.72E+02,1.46E+02,4.15E+02,1.26E+02,3.7780000000000001e+001 -1.2223000000000000e+002,
8.08E+04,3.03E+00,5.20E+01,8.62E+02,2.15E+02,9.94E+02,2.13E+02,3.7780000000000001e+001 -1.2223000000000000e+002,
1.29E+05,1.49E+00,5.00E+01,1.92E+03,5.30E+02,1.53E+03,4.77E+02,3.7780000000000001e+001 -1.2222000000000000e+002,
1.13E+05,1.93E+00,4.30E+01,1.42E+03,4.72E+02,1.51E+03,4.38E+02,3.7780000000000001e+001 -1.2223000000000000e+002,
1.19E+05,1.48E+00,5.20E+01,9.86E+02,2.58E+02,1.01E+03,2.55E+02,3.7780000000000001e+001 -1.2223000000000000e+002,
1.18E+05,1.60E+00,4.40E+01,2.34E+03,8.25E+02,2.81E+03,7.51E+02,3.7780000000000001e+001 -1.2223000000000000e+002,
1.23E+05,2.04E+00,4.80E+01,1.70E+03,3.96E+02,1.48E+03,3.43E+02,3.7789999999999999e+001 -1.2223000000000000e+002,
1.06E+05,2.29E+00,4.90E+01,1.18E+03,2.17E+02,8.59E+02,2.19E+02,3.7789999999999999e+001 -1.2223000000000000e+002,
1.33E+05,2.15E+00,3.70E+01,2.34E+03,5.74E+02,1.61E+03,5.23E+02,3.7789999999999999e+001 -1.2222000000000000e+002,
1.23E+05,1.62E+00,3.00E+01,6.10E+02,1.45E+02,4.25E+02,1.40E+02,3.7789999999999999e+001 -1.2223000000000000e+002,
1.13E+05,1.33E+00,4.00E+01,9.30E+02,1.99E+02,5.64E+02,1.84E+02,3.7789999999999999e+001 -1.2223000000000000e+002,
1.10E+05,3.52E+00,4.40E+01,1.49E+03,3.14E+02,9.61E+02,2.72E+02,3.7789999999999999e+001 -1.2222000000000000e+002,
1.65E+05,3.90E+00,5.20E+01,3.42E+03,6.90E+02,2.27E+03,6.85E+02,3.7789999999999999e+001 -1.2222000000000000e+002,
1.25E+05,3.09E+00,5.20E+01,7.62E+02,1.90E+02,6.00E+02,1.95E+02,3.7789999999999999e+001 -1.2220999999999999e+002,
1.25E+05,2.60E+00,4.60E+01,2.37E+03,5.75E+02,1.65E+03,5.27E+02,3.7789999999999999e+001 -1.2222000000000000e+002,
1.37E+05,2.50E+00,4.90E+01,1.83E+03,4.50E+02,1.20E+03,4.24E+02,3.7789999999999999e+001 -1.2222000000000000e+002,
1.42E+05,2.80E+00,3.80E+01,3.05E+03,7.11E+02,2.17E+03,6.59E+02,3.7789999999999999e+001 -1.2222000000000000e+002,
1.50E+05,2.83E+00,2.90E+01,1.64E+03,3.76E+02,9.39E+02,3.40E+02,3.7789999999999999e+001 -1.2220000000000000e+002,
1.39E+05,2.96E+00,4.70E+01,1.54E+03,3.07E+02,8.59E+02,2.92E+02,3.7789999999999999e+001 -1.2220999999999999e+002,
1.39E+05,2.84E+00,3.40E+01,2.36E+03,5.57E+02,1.52E+03,5.16E+02,3.7789999999999999e+001 -1.2220999999999999e+002,
1.44E+05,2.88E+00,3.50E+01,1.75E+03,4.09E+02,1.14E+03,3.86E+02,3.7789999999999999e+001 -1.2220999999999999e+002,
1.57E+05,3.07E+00,3.90E+01,2.00E+03,5.00E+02,1.11E+03,4.64E+02,3.7799999999999997e+001 -1.2220999999999999e+002,
1.51E+05,3.08E+00,3.90E+01,2.02E+03,4.47E+02,1.22E+03,4.46E+02,3.7799999999999997e+001 -1.2220999999999999e+002,
2.73E+05,4.96E+00,4.30E+01,3.05E+03,4.99E+02,1.12E+03,4.55E+02,3.7799999999999997e+001 -1.2220000000000000e+002,
2.17E+05,4.77E+00,5.20E+01,1.55E+03,2.93E+02,7.06E+02,2.68E+02,3.7799999999999997e+001 -1.2220000000000000e+002,
1.87E+05,3.49E+00,5.20E+01,3.52E+03,7.11E+02,1.88E+03,7.06E+02,3.7799999999999997e+001 -1.2220999999999999e+002,
2.40E+05,5.12E+00,4.10E+01,2.07E+03,3.54E+02,8.04E+02,3.40E+02,3.7799999999999997e+001 -1.2220000000000000e+002,
2.30E+05,4.10E+00,4.80E+01,1.32E+03,2.63E+02,5.06E+02,2.52E+02,3.7799999999999997e+001 -1.2220999999999999e+002,
2.57E+05,4.74E+00,4.80E+01,1.69E+03,2.59E+02,6.10E+02,2.38E+02,3.7799999999999997e+001 -1.2219000000000000e+002,
2.47E+05,4.27E+00,4.60E+01,1.94E+03,3.41E+02,7.68E+02,3.32E+02,3.7799999999999997e+001 -1.2219000000000000e+002,
1.80E+05,2.98E+00,5.00E+01,9.68E+02,1.95E+02,4.62E+02,1.84E+02,3.7789999999999999e+001 -1.2219000000000000e+002,
1.70E+05,4.17E+00,4.00E+01,1.06E+03,2.56E+02,6.67E+02,2.35E+02,3.7789999999999999e+001 -1.2220000000000000e+002,
2.03E+05,3.85E+00,4.60E+01,2.04E+03,4.05E+02,1.06E+03,3.99E+02,3.7799999999999997e+001 -1.2220000000000000e+002,
2.63E+05,4.01E+00,5.20E+01,1.81E+03,2.71E+02,6.37E+02,2.77E+02,3.7799999999999997e+001 -1.2219000000000000e+002,
2.32E+05,4.66E+00,4.50E+01,2.72E+03,4.51E+02,1.11E+03,4.54E+02,3.7789999999999999e+001 -1.2219000000000000e+002,
1.41E+05,2.93E+00,2.80E+01,3.14E+03,7.61E+02,1.74E+03,6.69E+02,3.7789999999999999e+001 -1.2219000000000000e+002,
1.26E+05,2.30E+00,3.50E+01,1.80E+03,4.59E+02,1.01E+03,3.90E+02,3.7789999999999999e+001 -1.2220000000000000e+002,
1.22E+05,2.67E+00,4.90E+01,8.82E+02,1.95E+02,7.37E+02,2.10E+02,3.7789999999999999e+001 -1.2220000000000000e+002,
1.35E+05,2.62E+00,4.40E+01,1.62E+03,4.52E+02,1.35E+03,4.91E+02,3.7789999999999999e+001 -1.2220000000000000e+002,
1.39E+05,2.42E+00,4.50E+01,2.12E+03,5.33E+02,1.53E+03,4.74E+02,3.7789999999999999e+001 -1.2220999999999999e+002,
1.15E+05,2.78E+00,4.50E+01,2.02E+03,5.28E+02,1.41E+03,4.80E+02,3.7789999999999999e+001 -1.2220000000000000e+002,
1.37E+05,2.74E+00,4.60E+01,2.24E+03,5.08E+02,1.39E+03,5.69E+02,3.7780000000000001e+001 -1.2220999999999999e+002,
1.37E+05,1.85E+00,5.20E+01,1.48E+03,3.00E+02,1.07E+03,2.69E+02,3.7780000000000001e+001 -1.2220999999999999e+002,
1.43E+05,2.66E+00,5.20E+01,1.06E+03,2.24E+02,7.92E+02,2.45E+02,3.7780000000000001e+001 -1.2220999999999999e+002,
1.38E+05,3.05E+00,4.90E+01,8.98E+02,2.44E+02,7.79E+02,2.45E+02,3.7780000000000001e+001 -1.2220999999999999e+002,
1.12E+05,2.39E+00,4.40E+01,2.97E+03,7.10E+02,2.27E+03,6.10E+02,3.7780000000000001e+001 -1.2222000000000000e+002,
1.27E+05,1.72E+00,4.30E+01,1.70E+03,4.60E+02,1.23E+03,4.07E+02,3.7780000000000001e+001 -1.2220999999999999e+002,
1.11E+05,2.63E+00,4.70E+01,8.81E+02,2.48E+02,7.53E+02,2.41E+02,3.7780000000000001e+001 -1.2220999999999999e+002,
1.15E+05,2.80E+00,4.00E+01,4.94E+02,1.14E+02,5.47E+02,1.35E+02,3.7770000000000003e+001 -1.2222000000000000e+002,
1.02E+05,1.73E+00,5.00E+01,1.78E+03,4.73E+02,1.81E+03,4.40E+02,3.7780000000000001e+001 -1.2222000000000000e+002,
1.32E+05,2.08E+00,4.40E+01,1.68E+03,5.14E+02,1.70E+03,4.95E+02,3.7780000000000001e+001 -1.2222000000000000e+002,
1.19E+05,2.49E+00,5.10E+01,1.64E+03,4.63E+02,1.54E+03,3.93E+02,3.7780000000000001e+001 -1.2222000000000000e+002,
8.06E+04,1.75E+00,5.20E+01,1.42E+03,3.14E+02,1.09E+03,3.00E+02,3.7759999999999998e+001 -1.2220999999999999e+002,
8.06E+04,4.09E+00,5.20E+01,5.91E+02,1.73E+02,3.53E+02,1.37E+02,3.7770000000000003e+001 -1.2220999999999999e+002,
8.88E+04,2.68E+00,5.20E+01,7.45E+02,1.53E+02,4.73E+02,1.49E+02,3.7770000000000003e+001 -1.2220999999999999e+002,
1.02E+05,2.43E+00,4.90E+01,2.27E+03,4.98E+02,1.62E+03,4.83E+02,3.7770000000000003e+001 -1.2220000000000000e+002,
9.87E+04,2.33E+00,4.60E+01,1.23E+03,3.75E+02,1.18E+03,3.54E+02,3.7770000000000003e+001 -1.2220999999999999e+002,
1.00E+05,2.26E+00,4.30E+01,1.02E+03,3.28E+02,8.36E+02,2.77E+02,3.7770000000000003e+001 -1.2220999999999999e+002,
9.23E+04,1.80E+00,4.20E+01,9.32E+02,2.54E+02,9.00E+02,2.63E+02,3.7770000000000003e+001 -1.2219000000000000e+002,
9.48E+04,2.26E+00,3.90E+01,2.69E+03,5.97E+02,1.89E+03,5.37E+02,3.7770000000000003e+001 -1.2220000000000000e+002,
1.02E+05,2.06E+00,4.10E+01,1.55E+03,4.15E+02,1.02E+03,3.41E+02,3.7770000000000003e+001 -1.2220000000000000e+002,
1.58E+05,3.54E+00,5.20E+01,2.30E+03,4.43E+02,1.23E+03,4.23E+02,3.7780000000000001e+001 -1.2220000000000000e+002,
1.22E+05,3.12E+00,3.90E+01,1.75E+03,3.99E+02,1.07E+03,3.76E+02,3.7780000000000001e+001 -1.2220000000000000e+002,
1.29E+05,2.54E+00,5.00E+01,1.87E+03,4.03E+02,1.13E+03,3.78E+02,3.7780000000000001e+001 -1.2220000000000000e+002,
1.21E+05,2.90E+00,4.30E+01,2.43E+03,5.02E+02,1.54E+03,4.84E+02,3.7770000000000003e+001 -1.2220000000000000e+002,
1.03E+05,2.31E+00,4.40E+01,1.73E+03,4.14E+02,1.24E+03,3.93E+02,3.7780000000000001e+001 -1.2220999999999999e+002,
1.60E+05,2.88E+00,5.20E+01,1.03E+03,1.80E+02,4.69E+02,1.68E+02,3.7780000000000001e+001 -1.2219000000000000e+002,
1.44E+05,3.37E+00,5.20E+01,2.17E+03,4.28E+02,1.09E+03,4.25E+02,3.7770000000000003e+001 -1.2219000000000000e+002,
1.51E+05,3.51E+00,5.20E+01,2.33E+03,4.45E+02,1.14E+03,4.17E+02,3.7770000000000003e+001 -1.2219000000000000e+002,
1.64E+05,4.31E+00,5.20E+01,2.49E+03,4.15E+02,1.11E+03,3.75E+02,3.7780000000000001e+001 -1.2219000000000000e+002,
1.57E+05,3.22E+00,5.20E+01,2.20E+03,3.97E+02,9.84E+02,3.69E+02,3.7780000000000001e+001 -1.2219000000000000e+002,
2.25E+05,3.88E+00,3.30E+01,1.42E+02,3.10E+01,5.75E+02,4.70E+01,3.7780000000000001e+001 -1.2218000000000001e+002,
1.74E+05,5.23E+00,4.90E+01,1.18E+03,2.05E+02,4.96E+02,2.09E+02,3.7780000000000001e+001 -1.2219000000000000e+002,
1.67E+05,3.73E+00,5.20E+01,1.07E+03,1.93E+02,5.55E+02,1.90E+02,3.7780000000000001e+001 -1.2219000000000000e+002,
1.64E+05,4.59E+00,4.50E+01,1.77E+03,3.32E+02,8.69E+02,3.27E+02,3.7780000000000001e+001 -1.2220000000000000e+002,
2.53E+05,5.26E+00,3.90E+01,6.17E+02,9.50E+01,2.36E+02,1.06E+02,3.7789999999999999e+001 -1.2218000000000001e+002,
2.41E+05,7.09E+00,4.10E+01,1.41E+03,2.33E+02,6.26E+02,2.14E+02,3.7789999999999999e+001 -1.2218000000000001e+002,
2.08E+05,3.97E+00,4.60E+01,2.11E+03,3.87E+02,9.22E+02,3.29E+02,3.7789999999999999e+001 -1.2218000000000001e+002,
1.98E+05,2.95E+00,4.70E+01,1.23E+03,2.43E+02,5.82E+02,2.56E+02,3.7789999999999999e+001 -1.2219000000000000e+002,
1.73E+05,2.67E+00,5.00E+01,9.54E+02,2.17E+02,5.46E+02,2.01E+02,3.7789999999999999e+001 -1.2219000000000000e+002,
3.37E+05,5.44E+00,3.70E+01,1.64E+03,2.62E+02,6.20E+02,2.66E+02,3.7810000000000002e+001 -1.2218000000000001e+002,
3.18E+05,6.28E+00,3.40E+01,1.36E+03,1.95E+02,4.42E+02,1.95E+02,3.7799999999999997e+001 -1.2218000000000001e+002,
2.86E+05,6.75E+00,2.30E+01,2.32E+03,3.36E+02,9.55E+02,3.28E+02,3.7799999999999997e+001 -1.2218000000000001e+002,
2.93E+05,7.07E+00,2.40E+01,2.46E+03,3.17E+02,9.16E+02,3.24E+02,3.7770000000000003e+001 -1.2213000000000000e+002,
3.71E+05,5.98E+00,2.20E+01,1.28E+04,2.05E+03,4.99E+03,1.97E+03,3.7789999999999999e+001 -1.2216000000000000e+002,
1.57E+05,3.69E+00,4.20E+01,1.52E+03,2.60E+02,6.51E+02,2.67E+02,3.7780000000000001e+001 -1.2217000000000000e+002,
1.35E+05,2.88E+00,3.00E+01,3.33E+03,7.46E+02,1.70E+03,7.03E+02,3.7770000000000003e+001 -1.2217000000000000e+002,
1.37E+05,3.42E+00,4.30E+01,1.99E+03,4.40E+02,1.09E+03,4.07E+02,3.7780000000000001e+001 -1.2218000000000001e+002,
1.61E+05,3.30E+00,5.00E+01,1.64E+03,3.22E+02,7.13E+02,2.84E+02,3.7780000000000001e+001 -1.2218000000000001e+002,
1.41E+05,3.88E+00,4.90E+01,8.93E+02,1.77E+02,4.68E+02,1.81E+02,3.7780000000000001e+001 -1.2217000000000000e+002,
1.44E+05,4.17E+00,5.20E+01,6.53E+02,1.28E+02,2.96E+02,1.21E+02,3.7780000000000001e+001 -1.2217000000000000e+002,
1.62E+05,4.38E+00,4.70E+01,1.26E+03,2.17E+02,5.70E+02,2.18E+02,3.7770000000000003e+001 -1.2216000000000000e+002,
1.56E+05,4.77E+00,4.80E+01,9.77E+02,1.94E+02,4.46E+02,1.80E+02,3.7770000000000003e+001 -1.2216000000000000e+002,
1.76E+05,3.57E+00,4.50E+01,2.32E+03,3.97E+02,9.68E+02,3.84E+02,3.7770000000000003e+001 -1.2216000000000000e+002,
1.46E+05,3.10E+00,3.90E+01,1.58E+03,3.49E+02,8.57E+02,3.16E+02,3.7770000000000003e+001 -1.2216000000000000e+002,
1.42E+05,3.40E+00,3.90E+01,1.61E+03,3.42E+02,9.12E+02,3.22E+02,3.7770000000000003e+001 -1.2217000000000000e+002,
9.07E+04,1.87E+00,3.10E+01,2.42E+03,5.33E+02,1.36E+03,4.52E+02,3.7770000000000003e+001 -1.2217000000000000e+002,
9.06E+04,1.94E+00,4.10E+01,1.59E+03,3.67E+02,1.07E+03,3.55E+02,3.7759999999999998e+001 -1.2217000000000000e+002,
1.08E+05,2.18E+00,4.70E+01,2.12E+03,4.13E+02,9.65E+02,3.82E+02,3.7759999999999998e+001 -1.2217000000000000e+002,
1.07E+05,2.29E+00,3.70E+01,1.58E+03,3.58E+02,9.33E+02,3.20E+02,3.7759999999999998e+001 -1.2218000000000001e+002,
9.82E+04,2.43E+00,3.80E+01,1.76E+03,3.97E+02,9.87E+02,3.54E+02,3.7759999999999998e+001 -1.2217000000000000e+002,
8.95E+04,1.95E+00,5.00E+01,1.19E+03,2.61E+02,9.07E+02,2.46E+02,3.7759999999999998e+001 -1.2218000000000001e+002,
9.38E+04,3.91E+00,5.20E+01,7.54E+02,1.75E+02,4.47E+02,1.65E+02,3.7759999999999998e+001 -1.2218000000000001e+002,
9.67E+04,1.84E+00,4.90E+01,2.31E+03,4.52E+02,1.30E+03,4.51E+02,3.7759999999999998e+001 -1.2218000000000001e+002,
9.75E+04,2.08E+00,2.70E+01,9.09E+02,2.36E+02,3.96E+02,1.57E+02,3.7770000000000003e+001 -1.2218000000000001e+002,
9.73E+04,2.81E+00,4.20E+01,1.18E+03,2.57E+02,8.77E+02,2.68E+02,3.7770000000000003e+001 -1.2218000000000001e+002,
9.12E+04,1.89E+00,4.30E+01,2.02E+03,4.08E+02,1.11E+03,3.67E+02,3.7759999999999998e+001 -1.2218000000000001e+002,
9.14E+04,1.71E+00,4.90E+01,1.37E+03,2.82E+02,7.90E+02,2.69E+02,3.7759999999999998e+001 -1.2219000000000000e+002,
9.62E+04,2.28E+00,5.20E+01,2.74E+03,5.47E+02,1.48E+03,5.54E+02,3.7770000000000003e+001 -1.2218000000000001e+002,
1.20E+05,3.26E+00,5.10E+01,2.11E+03,4.71E+02,1.17E+03,4.38E+02,3.7770000000000003e+001 -1.2218000000000001e+002,
1.00E+05,2.06E+00,5.20E+01,1.75E+03,3.62E+02,1.03E+03,3.66E+02,3.7770000000000003e+001 -1.2218000000000001e+002,
9.47E+04,2.47E+00,5.20E+01,2.02E+03,3.91E+02,1.03E+03,3.50E+02,3.7759999999999998e+001 -1.2219000000000000e+002,
8.57E+04,1.75E+00,4.70E+01,1.12E+03,2.59E+02,8.26E+02,2.79E+02,3.7759999999999998e+001 -1.2220000000000000e+002,
8.93E+04,2.05E+00,4.10E+01,2.04E+03,5.10E+02,1.41E+03,4.54E+02,3.7770000000000003e+001 -1.2219000000000000e+002,
1.01E+05,2.72E+00,4.50E+01,1.85E+03,3.93E+02,1.13E+03,3.49E+02,3.7770000000000003e+001 -1.2219000000000000e+002,
7.25E+04,1.21E+00,4.10E+01,9.21E+02,2.07E+02,5.22E+02,1.59E+02,3.7759999999999998e+001 -1.2219000000000000e+002,
7.41E+04,1.93E+00,4.50E+01,9.95E+02,2.38E+02,6.30E+02,2.37E+02,3.7759999999999998e+001 -1.2219000000000000e+002,
7.00E+04,1.58E+00,3.60E+01,6.06E+02,1.32E+02,5.31E+02,1.33E+02,3.7750000000000000e+001 -1.2220000000000000e+002,
8.46E+04,1.41E+00,3.70E+01,2.68E+03,7.36E+02,1.93E+03,6.67E+02,3.7759999999999998e+001 -1.2220000000000000e+002,
8.18E+04,7.68E-01,3.80E+01,1.49E+03,3.70E+02,1.14E+03,3.51E+02,3.7759999999999998e+001 -1.2219000000000000e+002,
8.14E+04,1.32E+00,1.90E+01,2.21E+03,5.65E+02,1.48E+03,5.20E+02,3.7750000000000000e+001 -1.2219000000000000e+002,
8.18E+04,8.01E-01,2.80E+01,8.56E+02,1.89E+02,4.35E+02,1.62E+02,3.7750000000000000e+001 -1.2219000000000000e+002,
8.58E+04,1.95E+00,2.60E+01,1.29E+03,2.97E+02,9.84E+02,3.03E+02,3.7759999999999998e+001 -1.2219000000000000e+002,
8.71E+04,1.18E+00,3.60E+01,8.47E+02,2.12E+02,5.67E+02,1.59E+02,3.7740000000000002e+001 -1.2219000000000000e+002,
8.35E+04,2.35E+00,4.20E+01,5.41E+02,1.54E+02,3.80E+02,1.23E+02,3.7740000000000002e+001 -1.2218000000000001e+002,
7.97E+04,2.15E+00,4.40E+01,1.07E+03,2.53E+02,8.25E+02,2.44E+02,3.7729999999999997e+001 -1.2219000000000000e+002,
8.34E+04,2.51E+00,4.30E+01,7.07E+02,1.47E+02,4.17E+02,1.55E+02,3.7740000000000002e+001 -1.2219000000000000e+002,
8.47E+04,1.26E+00,4.50E+01,1.53E+03,2.91E+02,8.01E+02,2.87E+02,3.7729999999999997e+001 -1.2219000000000000e+002,
8.00E+04,2.91E+00,4.20E+01,9.09E+02,2.15E+02,6.46E+02,1.98E+02,3.7729999999999997e+001 -1.2218000000000001e+002,
7.64E+04,2.52E+00,4.30E+01,1.39E+03,2.93E+02,8.55E+02,2.85E+02,3.7729999999999997e+001 -1.2218000000000001e+002,
7.97E+04,2.11E+00,4.40E+01,5.48E+02,1.19E+02,4.35E+02,1.36E+02,3.7729999999999997e+001 -1.2218000000000001e+002,
8.24E+04,2.46E+00,4.20E+01,4.07E+03,8.74E+02,2.74E+03,7.80E+02,3.7729999999999997e+001 -1.2218000000000001e+002,
9.77E+04,2.40E+00,4.10E+01,1.61E+03,4.45E+02,1.48E+03,4.14E+02,3.7740000000000002e+001 -1.2217000000000000e+002,
9.72E+04,2.15E+00,4.70E+01,4.63E+02,1.34E+02,3.27E+02,1.37E+02,3.7740000000000002e+001 -1.2217000000000000e+002,
1.02E+05,2.48E+00,4.30E+01,8.18E+02,1.93E+02,4.94E+02,1.79E+02,3.7740000000000002e+001 -1.2217000000000000e+002,
8.65E+04,2.16E+00,4.30E+01,1.47E+03,3.71E+02,1.23E+03,3.41E+02,3.7729999999999997e+001 -1.2217000000000000e+002,
9.05E+04,1.84E+00,3.50E+01,5.04E+02,1.26E+02,3.23E+02,1.09E+02,3.7740000000000002e+001 -1.2218000000000001e+002,
1.08E+05,3.03E+00,4.60E+01,1.03E+03,2.26E+02,7.49E+02,2.25E+02,3.7740000000000002e+001 -1.2217000000000000e+002,
8.42E+04,2.25E+00,4.60E+01,7.69E+02,1.83E+02,6.93E+02,1.78E+02,3.7740000000000002e+001 -1.2217000000000000e+002,
8.89E+04,2.25E+00,4.60E+01,2.10E+03,3.91E+02,1.34E+03,3.54E+02,3.7740000000000002e+001 -1.2218000000000001e+002,
8.07E+04,4.05E+00,4.50E+01,3.30E+02,7.60E+01,2.82E+02,8.00E+01,3.7750000000000000e+001 -1.2218000000000001e+002,
8.71E+04,1.33E+00,4.60E+01,9.41E+02,2.18E+02,6.21E+02,1.95E+02,3.7750000000000000e+001 -1.2218000000000001e+002,
8.51E+04,1.62E+00,3.80E+01,9.92E+02,2.79E+02,7.32E+02,2.59E+02,3.7750000000000000e+001 -1.2217000000000000e+002,
8.20E+04,2.17E+00,4.50E+01,9.90E+02,2.61E+02,9.01E+02,2.60E+02,3.7750000000000000e+001 -1.2218000000000001e+002,
8.28E+04,1.92E+00,3.60E+01,1.13E+03,2.63E+02,4.82E+02,1.50E+02,3.7750000000000000e+001 -1.2219000000000000e+002,
8.46E+04,2.07E+00,4.30E+01,1.04E+03,2.33E+02,6.52E+02,2.13E+02,3.7750000000000000e+001 -1.2218000000000001e+002,
8.21E+04,1.71E+00,3.60E+01,1.05E+03,2.14E+02,6.51E+02,1.66E+02,3.7750000000000000e+001 -1.2218000000000001e+002,
8.93E+04,2.56E+00,3.30E+01,1.28E+03,3.07E+02,9.99E+02,2.86E+02,3.7759999999999998e+001 -1.2217000000000000e+002,
9.83E+04,1.98E+00,4.30E+01,1.59E+03,3.20E+02,9.07E+02,3.06E+02,3.7750000000000000e+001 -1.2217000000000000e+002,
9.23E+04,2.50E+00,4.10E+01,1.26E+03,2.71E+02,8.28E+02,2.30E+02,3.7750000000000000e+001 -1.2217000000000000e+002,
8.88E+04,2.33E+00,4.40E+01,1.22E+03,2.48E+02,7.63E+02,2.54E+02,3.7750000000000000e+001 -1.2217000000000000e+002,
9.00E+04,1.44E+00,4.80E+01,1.75E+03,3.90E+02,9.35E+02,3.49E+02,3.7750000000000000e+001 -1.2217000000000000e+002,
9.55E+04,2.51E+00,4.50E+01,2.30E+03,5.14E+02,1.44E+03,4.84E+02,3.7759999999999998e+001 -1.2216000000000000e+002,
9.17E+04,1.56E+00,3.80E+01,2.46E+03,6.24E+02,1.52E+03,4.82E+02,3.7750000000000000e+001 -1.2216000000000000e+002,
1.00E+05,3.16E+00,4.70E+01,9.98E+02,2.11E+02,5.97E+02,1.85E+02,3.7750000000000000e+001 -1.2217000000000000e+002,
9.48E+04,1.84E+00,4.00E+01,1.69E+03,3.43E+02,9.49E+02,3.42E+02,3.7759999999999998e+001 -1.2217000000000000e+002,
1.64E+05,4.67E+00,4.60E+01,1.83E+03,3.07E+02,8.81E+02,3.02E+02,3.7759999999999998e+001 -1.2216000000000000e+002,
1.56E+05,2.46E+00,3.60E+01,2.78E+03,5.74E+02,1.44E+03,5.19E+02,3.7759999999999998e+001 -1.2216000000000000e+002,
1.97E+05,6.07E+00,3.90E+01,1.82E+03,2.86E+02,7.63E+02,2.70E+02,3.7759999999999998e+001 -1.2215000000000001e+002,
2.79E+05,4.83E+00,2.70E+01,2.23E+03,3.65E+02,1.30E+03,3.55E+02,3.7770000000000003e+001 -1.2214000000000000e+002,
2.53E+05,5.57E+00,3.40E+01,1.51E+03,2.31E+02,5.45E+02,2.11E+02,3.7759999999999998e+001 -1.2214000000000000e+002,
2.75E+05,5.37E+00,2.60E+01,3.27E+03,4.91E+02,1.22E+03,5.33E+02,3.7759999999999998e+001 -1.2213000000000000e+002,
2.50E+05,6.86E+00,3.30E+01,1.81E+03,2.61E+02,8.08E+02,2.19E+02,3.7750000000000000e+001 -1.2212000000000000e+002,
3.30E+05,7.69E+00,2.80E+01,7.94E+02,1.11E+02,3.29E+02,1.09E+02,3.7750000000000000e+001 -1.2212000000000000e+002,
1.96E+05,4.03E+00,3.60E+01,6.90E+02,1.05E+02,2.99E+02,1.09E+02,3.7750000000000000e+001 -1.2214000000000000e+002,
2.56E+05,6.83E+00,3.30E+01,1.33E+03,2.00E+02,5.79E+02,2.02E+02,3.7750000000000000e+001 -1.2214000000000000e+002,
3.11E+05,4.97E+00,3.00E+01,4.14E+02,5.40E+01,1.37E+02,5.00E+01,3.7750000000000000e+001 -1.2213000000000000e+002,
3.30E+05,5.36E+00,3.60E+01,7.68E+02,9.30E+01,2.29E+02,9.30E+01,3.7750000000000000e+001 -1.2213000000000000e+002,
2.49E+05,5.00E+00,4.10E+01,4.40E+03,6.66E+02,1.48E+03,6.48E+02,3.7740000000000002e+001 -1.2213000000000000e+002,
1.43E+05,2.92E+00,4.60E+01,9.54E+02,1.61E+02,4.29E+02,1.54E+02,3.7750000000000000e+001 -1.2216000000000000e+002,
1.26E+05,3.89E+00,4.00E+01,1.45E+03,2.56E+02,8.49E+02,2.55E+02,3.7750000000000000e+001 -1.2215000000000001e+002,
1.36E+05,3.23E+00,4.40E+01,1.94E+03,3.99E+02,9.46E+02,3.31E+02,3.7750000000000000e+001 -1.2215000000000001e+002,
1.31E+05,3.15E+00,4.10E+01,8.56E+02,1.78E+02,5.71E+02,1.91E+02,3.7740000000000002e+001 -1.2215000000000001e+002,
